"","eV","Pi_Al_GibbSorb_std.xmu.nor","Pi_Apatite_CaDefHydroxy_std.xmu.nor","Pi_Apatite_Carbonate_std.xmu.nor","Pi_Ca_Tri_std.xmu.nor","Pi_Fe_GoethSorb_std.xmu.nor","Pi_K_Pyro_std.xmu.nor","Pi_Mg_Tri_std.xmu.nor","Pi_Na_Tri_std.xmu.nor","Pi_NH4_Mg_std.xmu.nor","Po_Na_AMP_std.xmu.nor","BSLE_0013-solid_P-XANES.xmu.nor","BSLE_0007-solid_P-XANES.xmu.nor","BSLE_0002-solid_P-XANES.xmu.nor","BSLE_0050-solid_P-XANES.xmu.nor","BSLE_0014-solid_P-XANES.xmu.nor","BSLE_0011-solid_P-XANES.xmu.nor","BSLE_0072-solid_P-XANES.xmu.nor"
"216",2218,1.5951496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2219,1.629557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2220,1.6444295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2221,1.6711843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2222,1.6879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2223,1.7159072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2224,1.7425948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2225,1.7616662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2226,1.798611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2227,1.8011051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2228,1.8221215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2229,1.8513556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2230,1.8660137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2231,1.8851124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2232,1.9050617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2233,1.914234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2234,1.9363337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2235,1.9449388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2236,1.9599259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2237,1.9780721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2238,1.986141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2125.49,NA,0.26861966,NA,0.01783514,NA,0.057015983,0.036403854,NA,0.15894668,NA,NA,NA,NA,NA,NA,NA,NA
"238",2127.49,NA,0.22669259,NA,0.025791013,NA,0.047674827,0.02556655,NA,0.1334519,NA,NA,NA,NA,NA,NA,NA,NA
"239",2129.49,NA,0.18729807,NA,0.020954608,NA,0.041076242,0.016644914,NA,0.091933323,NA,NA,NA,NA,NA,NA,NA,NA
"240",2131.49,NA,0.086372194,NA,0.020021739,NA,0.017468527,0.017903612,NA,0.065339606,NA,NA,NA,NA,NA,NA,NA,NA
"241",2133.49,NA,0.042704476,NA,0.023497537,NA,0.0040493573,0.026427082,NA,0.047361047,NA,NA,NA,NA,NA,NA,NA,NA
"242",2135.49,NA,0.021710921,NA,0.022567313,NA,0.0041644473,0.014915017,NA,0.028543645,NA,NA,NA,NA,NA,NA,NA,NA
"243",2137.49,NA,0.00031215784,NA,0.0093234959,NA,-0.0095247772,0.0066212883,NA,0.023870135,NA,NA,NA,NA,NA,NA,NA,NA
"244",2139.49,NA,-0.0028502582,NA,0.0024083788,NA,-0.0058180195,-0.0041464454,NA,0.014465199,NA,NA,NA,NA,NA,NA,NA,NA
"245",2140.49,NA,-0.026209008,NA,-0.00089578877,NA,-0.0017155224,-0.0088385138,NA,0.0067420128,NA,NA,NA,NA,NA,NA,NA,NA
"246",2140.59,NA,-0.0066728574,NA,-0.0027958183,NA,-0.0023298126,-0.0073152771,NA,0.0093751766,NA,NA,NA,NA,NA,NA,NA,NA
"247",2140.69,NA,-0.0056818312,NA,-0.0021463841,NA,-0.00011439761,-0.0083842438,NA,0.0051702766,NA,NA,NA,NA,NA,NA,NA,NA
"248",2140.79,NA,-0.016168151,NA,-0.0043055915,NA,-0.0059882688,-0.0072706199,NA,0.0015631881,NA,NA,NA,NA,NA,NA,NA,NA
"249",2140.89,NA,-0.016549575,NA,-0.0045659244,NA,0.005902773,-0.0085440381,NA,0.00010290975,NA,NA,NA,NA,NA,NA,NA,NA
"250",2140.99,NA,-0.0097083461,NA,-0.0061935528,NA,0.0016294557,-0.0075617459,NA,0.00038295713,NA,NA,NA,NA,NA,NA,NA,NA
"251",2141.09,NA,-0.017582238,NA,-0.0037589651,NA,0.0068587324,-0.0108346,NA,-1.7193218e-05,NA,NA,NA,NA,NA,NA,NA,NA
"252",2141.19,NA,-0.0072509525,NA,-0.0039214451,NA,0.0012128938,-0.0082937204,NA,0.0031606735,NA,NA,NA,NA,NA,NA,NA,NA
"253",2141.29,NA,-0.017030105,NA,-0.005334855,NA,-0.0013523419,-0.0079304619,NA,-0.0013438131,NA,NA,NA,NA,NA,NA,NA,NA
"254",2141.39,NA,-0.015286131,NA,-0.0039766488,NA,-0.0021798334,-0.0088794553,NA,-0.00091329152,NA,NA,NA,NA,NA,NA,NA,NA
"255",2141.49,NA,-0.015643203,NA,-0.0048293883,NA,-0.0027446856,-0.011060127,NA,-0.0011806705,NA,NA,NA,NA,NA,NA,NA,NA
"256",2141.59,NA,-0.025120398,NA,-0.0022228969,NA,-0.0071965975,-0.0075055086,NA,-0.0046509025,NA,NA,NA,NA,NA,NA,NA,NA
"257",2141.69,NA,-0.0088863098,NA,-0.0027609204,NA,-0.0090678479,-0.0068529654,NA,-0.00017391942,NA,NA,NA,NA,NA,NA,NA,NA
"258",2141.79,NA,-0.022587027,NA,-0.0017676788,NA,-0.0078677649,-0.0096161107,NA,-0.0027113477,NA,NA,NA,NA,NA,NA,NA,NA
"259",2141.89,NA,-0.016639011,NA,-0.0041225919,NA,-0.0093373319,-0.0098679814,NA,-0.0016339915,NA,NA,NA,NA,NA,NA,NA,NA
"260",2141.99,NA,-0.020742317,NA,-0.0023227255,NA,-0.011497176,-0.0071886709,NA,-0.00029517787,NA,NA,NA,NA,NA,NA,NA,NA
"261",2142.09,NA,-0.017442769,NA,-0.0024296675,NA,-0.013325168,-0.0048511779,NA,0.00074541091,NA,NA,NA,NA,NA,NA,NA,NA
"262",2142.19,NA,-0.010405754,NA,-0.0024493353,NA,-0.0082510034,-0.0051328644,NA,-0.0028929981,NA,NA,NA,NA,NA,NA,NA,NA
"263",2142.29,NA,-0.020109904,NA,-0.0036749735,NA,-0.01248477,-0.006933384,NA,0.00078803793,NA,NA,NA,NA,NA,NA,NA,NA
"264",2142.39,NA,-0.0093977614,NA,-0.001383198,NA,-0.0093355958,-0.004795373,NA,-0.0039200313,NA,NA,NA,NA,NA,NA,NA,NA
"265",2142.49,NA,-0.011780878,NA,-0.0016832011,NA,-0.0072307982,-0.0056691169,NA,-0.0029243805,NA,NA,NA,NA,NA,NA,NA,NA
"266",2142.59,NA,-0.012944472,NA,-0.0023984176,NA,-0.010062999,-0.0054197975,NA,-0.0016883796,NA,NA,NA,NA,NA,NA,NA,NA
"267",2142.69,NA,-0.0095426481,NA,-0.0027433801,NA,-0.0069354535,-0.0056127464,NA,-0.0064978998,NA,NA,NA,NA,NA,NA,NA,NA
"268",2142.79,NA,-0.0075580809,NA,-0.0011365746,NA,-0.0080224942,-0.0061599359,NA,-0.0070737168,NA,NA,NA,NA,NA,NA,NA,NA
"269",2142.89,NA,0.00082800727,NA,-0.0035946299,NA,-0.0069212872,-0.0069932154,NA,-0.0021636949,NA,NA,NA,NA,NA,NA,NA,NA
"270",2142.99,NA,0.0052272687,NA,-0.0020195606,NA,-0.0089451773,-0.0064201811,NA,-0.0073129735,NA,NA,NA,NA,NA,NA,NA,NA
"271",2143.09,NA,0.0048331819,NA,-0.0058211092,NA,-0.0064047077,-0.0048153058,NA,-0.0057018085,NA,NA,NA,NA,NA,NA,NA,NA
"272",2143.19,NA,4.5111427e-05,NA,-0.003777933,NA,-0.0114301,-0.005608476,NA,-0.0066139795,NA,NA,NA,NA,NA,NA,NA,NA
"273",2143.29,NA,-0.007495652,NA,-0.0053923379,NA,-0.0061705424,-0.0051845209,NA,-0.0048754902,NA,NA,NA,NA,NA,NA,NA,NA
"274",2143.39,NA,-0.0039418745,NA,-0.0035792481,NA,-0.0073712905,-0.0023327046,NA,-0.0058448551,NA,NA,NA,NA,NA,NA,NA,NA
"275",2143.49,NA,-0.0068597502,NA,-0.0047757949,NA,-0.012457862,-0.0064546003,NA,-0.0082474694,NA,NA,NA,NA,NA,NA,NA,NA
"276",2143.59,NA,-0.0015477947,NA,-0.0081171706,NA,-0.010518682,-0.0054857963,NA,-0.0069474658,NA,NA,NA,NA,NA,NA,NA,NA
"277",2143.69,NA,-0.0068774425,NA,-0.007229716,NA,-0.0081611326,-0.0039831467,NA,-0.0064413668,NA,NA,NA,NA,NA,NA,NA,NA
"278",2143.79,NA,-0.011304137,NA,-0.0042635492,NA,-0.0057016176,-0.003987262,NA,-0.0051542999,NA,NA,NA,NA,NA,NA,NA,NA
"279",2143.89,NA,-0.0081029689,NA,-0.0048280194,NA,-0.011505658,-0.0037035123,NA,-0.0052289903,NA,NA,NA,NA,NA,NA,NA,NA
"280",2143.99,NA,-0.0082973734,NA,-0.0053581089,NA,-0.010430406,-0.0062682403,NA,-0.0060458384,NA,NA,NA,NA,NA,NA,NA,NA
"281",2144.09,NA,-0.012620817,NA,-0.0049599186,NA,-0.002437547,-0.0060629348,NA,-0.0011426253,NA,NA,NA,NA,NA,NA,NA,NA
"282",2144.19,NA,-0.010960612,NA,-0.0048156167,NA,-0.0075704668,-0.0034996932,NA,-0.0029719398,NA,NA,NA,NA,NA,NA,NA,NA
"283",2144.29,NA,-0.011662502,NA,-0.0043222182,NA,-0.011157832,-0.0054262202,NA,-0.0045193706,NA,NA,NA,NA,NA,NA,NA,NA
"284",2144.39,NA,-0.0094159125,NA,-0.0049210691,NA,-0.0041253061,-0.0022627573,NA,-0.0019182081,NA,NA,NA,NA,NA,NA,NA,NA
"285",2144.49,NA,-0.014324766,NA,-0.0051099959,NA,-0.0055639743,-0.0015023092,NA,-0.0062054943,NA,NA,NA,NA,NA,NA,NA,NA
"286",2144.59,NA,-0.0083533724,NA,-0.0047461863,NA,-0.0071552822,-0.00095518635,NA,-0.0039025566,NA,NA,NA,NA,NA,NA,NA,NA
"287",2144.69,NA,-0.016728905,NA,-0.0035466604,NA,-0.0027571812,-0.0019112788,NA,-0.0071766956,NA,NA,NA,NA,NA,NA,NA,NA
"288",2144.79,NA,-0.011708194,NA,-0.0022810177,NA,-0.002072489,0.00103105,NA,-0.0033656118,NA,NA,NA,NA,NA,NA,NA,NA
"289",2144.89,NA,-0.0062121408,NA,-0.0040964177,NA,-0.0049646333,0.0041352361,NA,-0.0015406508,NA,NA,NA,NA,NA,NA,NA,NA
"290",2144.99,NA,-0.0053457942,NA,-0.0048724617,NA,-0.0017172008,0.00012266509,NA,-0.0020456565,NA,NA,NA,NA,NA,NA,NA,NA
"291",2145.09,NA,-0.011473197,NA,-0.0045483221,NA,-0.0010182952,0.0024466701,NA,-0.0031055782,NA,NA,NA,NA,NA,NA,NA,NA
"292",2145.19,NA,-0.013195901,NA,-0.0028463085,NA,-0.0027165127,0.0037306701,NA,-0.0048313992,NA,NA,NA,NA,NA,NA,NA,NA
"293",2145.29,NA,-0.0019509476,NA,-0.0025671284,NA,0.00043266179,0.0019929768,NA,-0.0043498117,NA,NA,NA,NA,NA,NA,NA,NA
"294",2145.39,NA,-0.0013670784,NA,-0.0015844656,NA,0.0028754914,0.0055578886,NA,-0.0045919982,NA,NA,NA,NA,NA,NA,NA,NA
"295",2145.49,NA,-0.0012799796,NA,0.00047986806,NA,0.0031158599,0.0052804615,NA,-0.0020521148,NA,NA,NA,NA,NA,NA,NA,NA
"296",2145.59,NA,0.0019698912,NA,0.0025362677,NA,0.0074737926,0.0074539675,NA,0.0026447921,NA,NA,NA,NA,NA,NA,NA,NA
"297",2145.69,NA,0.0068503382,NA,0.001918904,NA,0.0091083116,0.0080933775,NA,-0.0037511752,NA,NA,NA,NA,NA,NA,NA,NA
"298",2145.79,NA,0.0071322489,NA,0.0019230383,NA,0.0073816672,0.0054700827,NA,0.0032784217,NA,NA,NA,NA,NA,NA,NA,NA
"299",2145.89,NA,0.017070988,NA,0.0030802495,NA,0.006187099,0.0057683853,NA,0.0038832482,NA,NA,NA,NA,NA,NA,NA,NA
"300",2145.99,NA,0.013204378,NA,0.0028516526,NA,0.011957721,0.0063655561,NA,0.0027988149,NA,NA,NA,NA,NA,NA,NA,NA
"301",2146.09,NA,0.022547967,NA,0.0045801129,NA,0.010879332,0.0090753923,NA,0.0030339243,NA,NA,NA,NA,NA,NA,NA,NA
"302",2146.19,NA,0.018583951,NA,0.0047191254,NA,0.014108843,0.010198955,NA,0.0010650296,NA,NA,NA,NA,NA,NA,NA,NA
"303",2146.29,NA,0.027007054,NA,0.0065242812,NA,0.017117738,0.0088101777,NA,0.0063066394,NA,NA,NA,NA,NA,NA,NA,NA
"304",2146.39,NA,0.030695252,NA,0.009368793,NA,0.020503596,0.010947834,NA,0.005800272,NA,NA,NA,NA,NA,NA,NA,NA
"305",2146.49,NA,0.032591179,NA,0.012226528,NA,0.014291075,0.010096807,NA,0.0062341979,NA,NA,NA,NA,NA,NA,NA,NA
"306",2146.59,NA,0.032341253,NA,0.014317309,NA,0.020069113,0.013302154,NA,0.010607007,NA,NA,NA,NA,NA,NA,NA,NA
"307",2146.69,NA,0.042870273,NA,0.014805418,NA,0.020866895,0.014339463,NA,0.013569716,NA,NA,NA,NA,NA,NA,NA,NA
"308",2146.79,NA,0.036990282,NA,0.014703765,NA,0.019090194,0.017102897,NA,0.0089726296,NA,NA,NA,NA,NA,NA,NA,NA
"309",2146.89,NA,0.035861754,NA,0.018257049,NA,0.020717916,0.017695808,NA,0.014991803,NA,NA,NA,NA,NA,NA,NA,NA
"310",2146.99,NA,0.053066979,NA,0.017705802,NA,0.023118105,0.015991835,NA,0.016414364,NA,NA,NA,NA,NA,NA,NA,NA
"311",2147.09,NA,0.039754912,NA,0.021047512,NA,0.025640036,0.02010621,NA,0.017082513,NA,NA,NA,NA,NA,NA,NA,NA
"312",2147.19,NA,0.051327149,NA,0.023021927,NA,0.027130566,0.024547495,NA,0.019932877,NA,NA,NA,NA,NA,NA,NA,NA
"313",2147.29,NA,0.063275374,NA,0.028786157,NA,0.033129839,0.023747581,NA,0.010327929,NA,NA,NA,NA,NA,NA,NA,NA
"314",2147.39,NA,0.076484032,NA,0.028388301,NA,0.033849138,0.025687884,NA,0.021066271,NA,NA,NA,NA,NA,NA,NA,NA
"315",2147.49,NA,0.067741279,NA,0.030632472,NA,0.039561671,0.027043584,NA,0.020190187,NA,NA,NA,NA,NA,NA,NA,NA
"316",2147.59,NA,0.084841306,NA,0.035077011,NA,0.042167646,0.030641152,NA,0.026820789,NA,NA,NA,NA,NA,NA,NA,NA
"317",2147.69,NA,0.08585571,NA,0.037228618,NA,0.045928615,0.033344244,NA,0.029473698,NA,NA,NA,NA,NA,NA,NA,NA
"318",2147.79,NA,0.098080567,NA,0.038145164,NA,0.043922028,0.036944651,NA,0.027055424,NA,NA,NA,NA,NA,NA,NA,NA
"319",2147.89,NA,0.091271323,NA,0.041420758,NA,0.050235232,0.037510941,NA,0.034878244,NA,NA,NA,NA,NA,NA,NA,NA
"320",2147.99,NA,0.091466542,NA,0.046312246,NA,0.05016476,0.038868061,NA,0.03470006,NA,NA,NA,NA,NA,NA,NA,NA
"321",2148.09,NA,0.096104448,NA,0.048085665,NA,0.059808228,0.047016093,NA,0.037470081,NA,NA,NA,NA,NA,NA,NA,NA
"322",2148.19,NA,0.1021226,NA,0.052932194,NA,0.059272421,0.046958025,NA,0.03761191,NA,NA,NA,NA,NA,NA,NA,NA
"323",2148.29,NA,0.095611415,NA,0.058976759,NA,0.070192625,0.048894779,NA,0.044763384,NA,NA,NA,NA,NA,NA,NA,NA
"324",2148.39,NA,0.10300201,NA,0.060903569,NA,0.072750397,0.051796999,NA,0.050189512,NA,NA,NA,NA,NA,NA,NA,NA
"325",2148.49,NA,0.10022343,NA,0.065678692,NA,0.076564512,0.056953154,NA,0.053005832,NA,NA,NA,NA,NA,NA,NA,NA
"326",2148.59,NA,0.1001878,NA,0.06855494,NA,0.084095744,0.062904397,NA,0.059523408,NA,NA,NA,NA,NA,NA,NA,NA
"327",2148.69,NA,0.099932026,NA,0.078799244,NA,0.082920333,0.066764983,NA,0.066214609,NA,NA,NA,NA,NA,NA,NA,NA
"328",2148.79,NA,0.11556901,NA,0.083968422,NA,0.096831534,0.073209608,NA,0.07684333,NA,NA,NA,NA,NA,NA,NA,NA
"329",2148.89,NA,0.11736656,NA,0.088233123,NA,0.10668573,0.080445773,NA,0.077943155,NA,NA,NA,NA,NA,NA,NA,NA
"330",2148.99,NA,0.13295582,NA,0.10177004,NA,0.11228456,0.084831685,NA,0.088868058,NA,NA,NA,NA,NA,NA,NA,NA
"331",2149.09,NA,0.13771256,NA,0.10601888,NA,0.12167589,0.092298568,NA,0.097014977,NA,NA,NA,NA,NA,NA,NA,NA
"332",2149.19,NA,0.15388529,NA,0.11797957,NA,0.13536091,0.10076286,NA,0.1104319,NA,NA,NA,NA,NA,NA,NA,NA
"333",2149.29,NA,0.16603514,NA,0.1291072,NA,0.1493197,0.10912067,NA,0.12748471,NA,NA,NA,NA,NA,NA,NA,NA
"334",2149.39,NA,0.20278975,NA,0.14287156,NA,0.17073002,0.11946265,NA,0.13537289,NA,NA,NA,NA,NA,NA,NA,NA
"335",2149.49,NA,0.21477401,NA,0.16005548,NA,0.18696171,0.1307843,NA,0.15352873,NA,NA,NA,NA,NA,NA,NA,NA
"336",2149.59,NA,0.24654143,NA,0.1724499,NA,0.20161757,0.1413499,NA,0.17463957,NA,NA,NA,NA,NA,NA,NA,NA
"337",2149.69,NA,0.26807148,NA,0.19042723,NA,0.2287009,0.15464152,NA,0.19907311,NA,NA,NA,NA,NA,NA,NA,NA
"338",2149.79,NA,0.31613492,NA,0.20954441,NA,0.25666793,0.17117738,NA,0.22119166,NA,NA,NA,NA,NA,NA,NA,NA
"339",2149.89,NA,0.35219794,NA,0.23437407,NA,0.27945016,0.18974712,NA,0.2581057,NA,NA,NA,NA,NA,NA,NA,NA
"340",2149.99,NA,0.40791749,NA,0.26607725,NA,0.33336594,0.20980054,NA,0.29510144,NA,NA,NA,NA,NA,NA,NA,NA
"341",2150.09,NA,0.45226003,NA,0.3038473,NA,0.39001934,0.23529891,NA,0.34467301,NA,NA,NA,NA,NA,NA,NA,NA
"342",2150.19,NA,0.49815131,NA,0.34587527,NA,0.46582996,0.26607539,NA,0.39746514,NA,NA,NA,NA,NA,NA,NA,NA
"343",2150.29,NA,0.56022173,NA,0.39516286,NA,0.54215967,0.30422419,NA,0.45551365,NA,NA,NA,NA,NA,NA,NA,NA
"344",2150.39,NA,0.655079,NA,0.46439922,NA,0.6526263,0.34586571,NA,0.52178718,NA,NA,NA,NA,NA,NA,NA,NA
"345",2150.49,NA,0.76345622,NA,0.54713133,NA,0.79481356,0.40714663,NA,0.5920847,NA,NA,NA,NA,NA,NA,NA,NA
"346",2150.59,NA,0.90237022,NA,0.65398286,NA,0.94018956,0.47393639,NA,0.67749772,NA,NA,NA,NA,NA,NA,NA,NA
"347",2150.69,NA,1.099007,NA,0.78990461,NA,1.1368451,0.55538205,NA,0.77200047,NA,NA,NA,NA,NA,NA,NA,NA
"348",2150.79,NA,1.3625617,NA,0.96260053,NA,1.3400573,0.65725156,NA,0.88487333,NA,NA,NA,NA,NA,NA,NA,NA
"349",2150.89,NA,1.6346004,NA,1.1567342,NA,1.5764239,0.77314872,NA,1.0111595,NA,NA,NA,NA,NA,NA,NA,NA
"350",2150.99,NA,1.9601832,NA,1.376775,NA,1.8026372,0.89273381,NA,1.174928,NA,NA,NA,NA,NA,NA,NA,NA
"351",2151.09,NA,2.3247382,NA,1.6138369,NA,2.0852035,1.0135754,NA,1.359511,NA,NA,NA,NA,NA,NA,NA,NA
"352",2151.19,NA,2.7341486,NA,1.8464929,NA,2.3736282,1.1359007,NA,1.5883103,NA,NA,NA,NA,NA,NA,NA,NA
"353",2151.29,NA,3.1704917,NA,2.0914677,NA,2.7516593,1.2824514,NA,1.8768226,NA,NA,NA,NA,NA,NA,NA,NA
"354",2151.39,NA,3.6757594,NA,2.3756709,NA,3.1783249,1.4463059,NA,2.2048258,NA,NA,NA,NA,NA,NA,NA,NA
"355",2151.49,NA,4.2853683,NA,2.7330495,NA,3.6931199,1.653113,NA,2.596144,NA,NA,NA,NA,NA,NA,NA,NA
"356",2151.59,NA,5.1530154,NA,3.1596921,NA,4.305079,1.9197115,NA,3.0358999,NA,NA,NA,NA,NA,NA,NA,NA
"357",2151.69,NA,6.1593686,NA,3.6865149,NA,4.9395324,2.2807126,NA,3.5057097,NA,NA,NA,NA,NA,NA,NA,NA
"358",2151.79,NA,7.1511401,NA,4.1926564,NA,5.5534196,2.7218509,NA,3.9952923,NA,NA,NA,NA,NA,NA,NA,NA
"359",2151.89,NA,8.2017253,NA,4.6467771,NA,6.0956465,3.2488836,NA,4.4516207,NA,NA,NA,NA,NA,NA,NA,NA
"360",2151.99,NA,9.0429754,NA,5.0141262,NA,6.5558743,3.8573384,NA,4.8463773,NA,NA,NA,NA,NA,NA,NA,NA
"361",2152.09,NA,9.6671952,NA,5.2785181,NA,6.825766,4.4811626,NA,5.1802429,NA,NA,NA,NA,NA,NA,NA,NA
"362",2152.19,NA,9.9250711,NA,5.3983259,NA,7.0385569,5.1130442,NA,5.4335947,NA,NA,NA,NA,NA,NA,NA,NA
"363",2152.29,NA,10.086223,NA,5.4519375,NA,7.1815166,5.7008764,NA,5.616564,NA,NA,NA,NA,NA,NA,NA,NA
"364",2152.39,NA,9.9645077,NA,5.4303876,NA,7.2486508,6.1986932,NA,5.7207488,NA,NA,NA,NA,NA,NA,NA,NA
"365",2152.49,NA,9.7369123,NA,5.3634551,NA,7.2821673,6.5838132,NA,5.7383191,NA,NA,NA,NA,NA,NA,NA,NA
"366",2152.59,NA,9.4013909,NA,5.2489978,NA,7.3178466,6.8480016,NA,5.7248958,NA,NA,NA,NA,NA,NA,NA,NA
"367",2152.69,NA,8.9916463,NA,5.0859844,NA,7.2385827,6.9790125,NA,5.6316939,NA,NA,NA,NA,NA,NA,NA,NA
"368",2152.79,NA,8.548842,NA,4.8942234,NA,7.1333021,7.0583782,NA,5.5413041,NA,NA,NA,NA,NA,NA,NA,NA
"369",2152.89,NA,8.1375584,NA,4.7183039,NA,6.90764,7.0115234,NA,5.391065,NA,NA,NA,NA,NA,NA,NA,NA
"370",2152.99,NA,7.588377,NA,4.5201428,NA,6.6662196,6.9067408,NA,5.2202158,NA,NA,NA,NA,NA,NA,NA,NA
"371",2153.09,NA,7.1801909,NA,4.2904572,NA,6.3880915,6.6682483,NA,5.0096645,NA,NA,NA,NA,NA,NA,NA,NA
"372",2153.19,NA,6.7225127,NA,4.09904,NA,6.0444581,6.3913146,NA,4.7960084,NA,NA,NA,NA,NA,NA,NA,NA
"373",2153.29,NA,6.3194599,NA,3.8800653,NA,5.7001326,6.0493895,NA,4.5325937,NA,NA,NA,NA,NA,NA,NA,NA
"374",2153.39,NA,5.9298782,NA,3.6948895,NA,5.3024882,5.6729278,NA,4.2678581,NA,NA,NA,NA,NA,NA,NA,NA
"375",2153.49,NA,5.6272996,NA,3.5162989,NA,4.9173887,5.2555047,NA,4.0179929,NA,NA,NA,NA,NA,NA,NA,NA
"376",2153.59,NA,5.3578585,NA,3.377114,NA,4.5839519,4.8380462,NA,3.7787153,NA,NA,NA,NA,NA,NA,NA,NA
"377",2153.69,NA,5.0972327,NA,3.2456779,NA,4.2079676,4.4155474,NA,3.529599,NA,NA,NA,NA,NA,NA,NA,NA
"378",2153.79,NA,4.9292594,NA,3.1200601,NA,3.8682459,4.0036616,NA,3.3137301,NA,NA,NA,NA,NA,NA,NA,NA
"379",2153.89,NA,4.7458181,NA,3.0509061,NA,3.5694095,3.6124339,NA,3.1146788,NA,NA,NA,NA,NA,NA,NA,NA
"380",2153.99,NA,4.6201385,NA,2.9881786,NA,3.2720253,3.2483954,NA,2.9213129,NA,NA,NA,NA,NA,NA,NA,NA
"381",2154.09,NA,4.5508277,NA,2.9440167,NA,3.0239802,2.921829,NA,2.750382,NA,NA,NA,NA,NA,NA,NA,NA
"382",2154.19,NA,4.4874003,NA,2.9050913,NA,2.8111288,2.6576984,NA,2.6040852,NA,NA,NA,NA,NA,NA,NA,NA
"383",2154.29,NA,4.4611916,NA,2.8882224,NA,2.6435439,2.4280833,NA,2.4829333,NA,NA,NA,NA,NA,NA,NA,NA
"384",2154.39,NA,4.4769747,NA,2.8754263,NA,2.4760147,2.2297215,NA,2.3807574,NA,NA,NA,NA,NA,NA,NA,NA
"385",2154.49,NA,4.4772995,NA,2.8713577,NA,2.3503039,2.0579738,NA,2.2910757,NA,NA,NA,NA,NA,NA,NA,NA
"386",2154.59,NA,4.5054434,NA,2.880962,NA,2.2467783,1.9321426,NA,2.2189062,NA,NA,NA,NA,NA,NA,NA,NA
"387",2154.69,NA,4.4931054,NA,2.891439,NA,2.1430117,1.808718,NA,2.1742714,NA,NA,NA,NA,NA,NA,NA,NA
"388",2154.79,NA,4.5268112,NA,2.901678,NA,2.0576916,1.71578,NA,2.1394208,NA,NA,NA,NA,NA,NA,NA,NA
"389",2154.89,NA,4.5274379,NA,2.8832488,NA,2.0020467,1.6376506,NA,2.1091526,NA,NA,NA,NA,NA,NA,NA,NA
"390",2154.99,NA,4.5065769,NA,2.8581021,NA,1.9500046,1.5716747,NA,2.0944084,NA,NA,NA,NA,NA,NA,NA,NA
"391",2155.09,NA,4.4992456,NA,2.8478449,NA,1.9070961,1.5235705,NA,2.0692399,NA,NA,NA,NA,NA,NA,NA,NA
"392",2155.19,NA,4.431581,NA,2.8292834,NA,1.8712264,1.4865834,NA,2.0764268,NA,NA,NA,NA,NA,NA,NA,NA
"393",2155.29,NA,4.3543998,NA,2.7789859,NA,1.8388915,1.4626797,NA,2.0818842,NA,NA,NA,NA,NA,NA,NA,NA
"394",2155.39,NA,4.2402044,NA,2.7274718,NA,1.8216104,1.4396599,NA,2.0758689,NA,NA,NA,NA,NA,NA,NA,NA
"395",2155.49,NA,4.1691598,NA,2.6727577,NA,1.7945777,1.4192348,NA,2.084043,NA,NA,NA,NA,NA,NA,NA,NA
"396",2155.59,NA,4.0375774,NA,2.6101625,NA,1.7853921,1.4057206,NA,2.1004422,NA,NA,NA,NA,NA,NA,NA,NA
